date,exchange_rate
2/12/2012,49.48972629
2/13/2012,49.14969066
2/14/2012,49.40466246
2/15/2012,49.37519096
2/16/2012,49.39531659
2/17/2012,49.24006383
2/18/2012,49.24006383
2/19/2012,49.24006383
2/20/2012,49.13462988
2/21/2012,49.3299047
2/22/2012,49.13907785
2/23/2012,49.15037594
2/24/2012,49.00536833
2/25/2012,49.00536833
2/26/2012,49.00536833
2/27/2012,49.28518076
2/28/2012,49.08503047
2/29/2012,48.95484639
3/1/2012,49.27509014
3/2/2012,49.45978664
3/3/2012,49.45978664
3/4/2012,49.45978664
3/5/2012,49.79500756
3/6/2012,50.38470311
3/7/2012,50.40472561
3/8/2012,50.40499924
3/9/2012,49.79531499
3/10/2012,49.79531499
3/11/2012,49.79531499
3/12/2012,49.98475494
3/13/2012,49.9747262
3/14/2012,50.02526412
3/15/2012,50.37527763
3/16/2012,50.13494968
3/17/2012,50.13494968
3/18/2012,50.13494968
3/19/2012,50.21520913
3/20/2012,50.4576451
3/21/2012,50.67523629
3/22/2012,51.22503228
3/23/2012,51.27473191
3/24/2012,51.27473191
3/25/2012,51.27473191
3/26/2012,51.20518228
3/27/2012,50.77476937
3/28/2012,50.77978556
3/29/2012,51.32007233
3/30/2012,50.94489368
3/31/2012,50.94489368
4/1/2012,50.94489368
4/2/2012,50.87619191
4/3/2012,50.70521968
4/4/2012,51.08963628
4/5/2012,51.17462504
4/6/2012,51.17462504
4/7/2012,51.17462504
4/8/2012,51.17462504
4/9/2012,51.17462504
4/10/2012,51.4747598
4/11/2012,51.47513518
4/12/2012,51.5889911
4/13/2012,51.30285975
4/14/2012,51.30285975
4/15/2012,51.30285975
4/16/2012,51.65847666
4/17/2012,51.47730734
4/18/2012,51.80478118
4/19/2012,52.1450405
4/20/2012,52.09975743
4/21/2012,52.09975743
4/22/2012,52.09975743
4/23/2012,52.57482294
4/24/2012,52.67532862
4/25/2012,52.54505528
4/26/2012,52.55467272
4/27/2012,52.50963792
4/28/2012,52.50963792
4/29/2012,52.50963792
4/30/2012,52.70470713
5/1/2012,52.70470713
5/2/2012,52.85507577
5/3/2012,53.42528385
5/4/2012,53.47471825
5/5/2012,53.47471825
5/6/2012,53.47471825
5/7/2012,52.91030461
5/8/2012,53.11900192
5/9/2012,53.87490347
5/10/2012,53.33770542
5/11/2012,53.63488875
5/12/2012,53.63488875
5/13/2012,53.63488875
5/14/2012,53.96486045
5/15/2012,53.76469672
5/16/2012,54.49521118
5/17/2012,54.48509699
5/18/2012,54.46741608
5/19/2012,54.46741608
5/20/2012,54.46741608
5/21/2012,54.98039216
5/22/2012,55.34461153
5/23/2012,56.00521368
5/24/2012,55.61997292
5/25/2012,55.40889527
5/26/2012,55.40889527
5/27/2012,55.40889527
5/28/2012,55.18462518
5/29/2012,55.67515771
5/30/2012,56.23251327
5/31/2012,56.10981214
6/1/2012,55.60704431
6/2/2012,55.60704431
6/3/2012,55.60704431
6/4/2012,55.66535338
6/5/2012,55.64486282
6/6/2012,55.36483781
6/7/2012,54.94481937
6/8/2012,55.46519089
6/9/2012,55.46519089
6/10/2012,55.46519089
6/11/2012,55.74537628
6/12/2012,55.8053154
6/13/2012,55.59996809
6/14/2012,55.81467612
6/15/2012,55.41282947
6/16/2012,55.41282947
6/17/2012,55.41282947
6/18/2012,55.99461087
6/19/2012,55.95292812
6/20/2012,56.15475441
6/21/2012,56.30465667
6/22/2012,57.15208549
6/23/2012,57.15208549
6/24/2012,57.15208549
6/25/2012,57.01473414
6/26/2012,57.01482966
6/27/2012,57.13495753
6/28/2012,56.85537124
6/29/2012,55.69499603
6/30/2012,55.69499603
7/1/2012,55.69499603
7/2/2012,55.44191217
7/3/2012,54.372167
7/4/2012,54.48726115
7/5/2012,54.95251891
7/6/2012,55.51426032
7/7/2012,55.51426032
7/8/2012,55.51426032
7/9/2012,55.93508501
7/10/2012,55.41473341
7/11/2012,55.62805873
7/12/2012,55.92461816
7/13/2012,55.14485023
7/14/2012,55.14485023
7/15/2012,55.14485023
7/16/2012,55.32561386
7/17/2012,55.04519176
7/18/2012,55.44221023
7/19/2012,55.04516969
7/20/2012,55.35491803
7/21/2012,55.35491803
7/22/2012,55.35491803
7/23/2012,55.97356464
7/24/2012,56.11961287
