Stock,Year,Month,Stock Splits
NVO,2001,Apr,2.5
NVO,2007,Dec,2.0
NVO,2014,Jan,5.0
NVRO,2014,Nov,0.041666666666666664
NVS,2000,May,2.0
NVS,2019,Apr,1.116
NVUS,2017,May,0.1111111111111111
NWBI,2009,Dec,2.25
NWFL,2003,Jun,1.5
NWFL,2006,May,1.05
NWFL,2013,May,1.1
NWFL,2017,Aug,1.5
NWFL,2017,Sep,1.5
NX,2005,Jan,1.5
NX,2006,Apr,1.5
NXGN,2005,Mar,2.0
NXGN,2006,Mar,2.0
NXGN,2011,Oct,2.0
NXTD,2015,Dec,0.02
NXTD,2016,Sep,0.1
NYCB,2001,Mar,1.5
NYCB,2001,Sep,1.5
NYCB,2003,May,1.3333333333333333
NYCB,2004,Feb,1.3333333333333333
NYMT,2007,Oct,0.2
NYMT,2008,May,0.5
O,2005,Jan,2.0
OBAS,2012,Sep,0.2
OBCI,2000,Mar,1.05
OBCI,2002,Sep,1.1
OBLG,2011,Jan,0.25
OBLG,2019,Apr,0.1
OBLN,2019,Jul,0.1
OCC,2000,Sep,1.5
OCC,2002,Jul,0.125
OCFC,2002,May,1.5
OCGN,2019,Sep,0.016666666666666666
OCN,2009,Aug,1.66
ODC,2006,Sep,1.25
ODFL,2003,Jun,1.5
ODFL,2004,May,1.5
ODFL,2005,Dec,1.5
ODFL,2010,Aug,2.5
ODFL,2012,Sep,1.5
ODP,1999,Apr,1.5
OEG,2010,Dec,5.0
OEG,2015,May,10.0
OFG,2002,Mar,1.1
OFG,2003,Dec,1.1
OFG,2003,Jan,1.25
OFG,2004,Dec,1.1
OGE,2013,Jul,2.0
OGEN,2010,Sep,0.05
OGEN,2018,Jan,0.1
OII,2006,Jun,2.0
OII,2011,Jun,2.0
OIS,2014,Jun,1.75
OKE,2001,Jun,2.0
OKE,2012,Jun,2.0
OKE,2014,Feb,1.1422
OLN,1999,Feb,1.575
OMC,2007,Jun,2.0
OMEX,2016,Feb,0.08333333333333333
OMI,2010,Apr,1.5
ON,2014,Mar,20.0
ONB,1999,Jan,1.05
ONB,1999,May,1.5
ONB,2000,Jan,1.05
ONB,2001,Jan,1.05
ONB,2002,Jan,1.05
ONB,2003,Jan,1.05
ONB,2004,Jan,1.05
ONB,2005,Jan,1.05
ONCS,2015,May,0.05
ONCS,2019,May,0.1
ONCT,2016,Dec,0.1
ONCT,2019,Jun,0.14285714285714285
ONCY,2018,May,0.10526315789473684
ONTX,2016,Jun,0.1
ONTX,2016,May,0.1
ONTX,2018,Sep,0.06666666666666667
OPGN,2018,Jan,0.04
OPGN,2019,Aug,0.05
OPHC,2006,May,1.05
OPHC,2007,Jun,1.05
OPHC,2008,Jun,1.05
OPHC,2009,Jun,1.05
OPHC,2010,Nov,0.25
OPHC,2013,Jun,0.25
OPHC,2016,Jan,0.1
OPI,2019,Jan,0.25
OPNT,2014,Dec,0.01
OPOF,2002,Nov,1.5
OPOF,2007,Oct,1.25
OPRX,2008,Apr,0.001
OPRX,2018,May,0.3333333333333333
OPTT,2007,Apr,0.1
OPTT,2015,Oct,0.1
OPTT,2019,Mar,0.05
ORCL,1999,Mar,1.5
ORCL,2000,Jan,2.0
ORCL,2000,Oct,2.0
ORGS,2017,Nov,0.08333333333333333
ORI,2003,Dec,1.5
ORI,2006,Jan,1.25
ORLY,1999,Dec,2.0
ORLY,2005,Jun,2.0
ORMP,2013,Jan,0.08333333333333333
ORN,2012,Dec,40.0
ORRF,1999,Nov,1.075
ORRF,2001,Jul,1.05
ORRF,2003,May,1.05
ORRF,2004,Feb,2.0
ORRF,2005,Jun,1.05
ORRF,2007,May,1.05
OSBC,1999,May,2.0
OSBC,2002,Jun,1.3333333333333333
OSBC,2004,Jul,2.0
OSG,2016,Jun,0.16666666666666666
OSK,1999,Aug,1.5
OSK,2003,Aug,2.0
OSK,2005,Aug,2.0
OSN,2016,Aug,0.3333333333333333
OSN,2018,Mar,0.5
OTEX,2003,Oct,2.0
OTEX,2014,Feb,2.0
OTEX,2017,Jan,2.0
OTLK,2019,Mar,0.125
OTTR,2000,Mar,2.0
OTTW,2016,Oct,1.192
OVBC,1999,May,1.25
OVBC,2005,May,1.25
OVLY,2005,Jan,1.5
OVLY,2006,Jan,1.5
OVV,2005,May,2.0
OXM,2003,Dec,2.0
OXY,2006,Aug,2.0
OXY,2014,Dec,1.042
OXY,2016,Feb,1.0017028949213662
OZK,2002,Jun,2.0
OZK,2003,Dec,2.0
OZK,2011,Aug,2.0
OZK,2014,Jun,2.0
PAA,2012,Oct,2.0
PACD,2016,May,0.1
PACD,2018,Nov,0.0001
PAG,2006,Jun,2.0
PAGP,2016,Nov,0.875
PAR,2006,Jan,1.5
PARR,2014,Jan,0.1
PATK,2015,Jun,1.5
PATK,2015,May,1.5
PATK,2017,Dec,1.5
PATK,2018,Jan,1.0
PAYX,1999,May,1.5
PAYX,2000,May,1.5
PB,2002,Jun,2.0
PBCT,2004,May,1.5
PBCT,2005,May,1.5
PBCT,2007,Apr,2.1
PBHC,2014,Oct,1.647
PBIP,2013,Oct,0.944
PBR,2007,Jul,2.0
PBR,2008,May,2.0
PCAR,2002,May,1.5
PCAR,2004,Feb,1.5
PCAR,2006,Aug,1.5
PCAR,2007,Oct,1.5
PCH,2008,Dec,1.1692104789319964
PCYG,2006,Aug,0.02
PCYO,2004,Apr,0.1
PDCO,2000,Jul,2.0
PDCO,2004,Oct,2.0
PDEX,2010,Jun,0.3333333333333333
PDLI,2000,Aug,2.0
PDLI,2001,Oct,2.0
PDS,2005,Jun,2.0
PDS,2005,May,2.0
PDSB,2019,Mar,0.05
PEAK,2004,Mar,2.0
PEAK,2016,Nov,1.098
PEBK,1999,Mar,1.5
PEBK,2000,Apr,1.1
PEBK,2005,Mar,1.1
PEBK,2006,Jun,1.1
PEBK,2007,Jun,1.5
PEBK,2017,Dec,1.1
PEBO,1999,May,1.1
PEBO,2000,Feb,1.1
PEBO,2001,Aug,1.1
PEBO,2002,Jun,1.1
PEBO,2003,Aug,1.05
PEBO,2013,Jul,1.1
PED,2012,Aug,0.008928571428571428
PED,2013,May,0.3333333333333333
PED,2017,Apr,0.2
PED,2017,Jul,0.1
PEG,2008,Feb,2.0
PEGA,2014,Apr,2.0
PEIX,2011,Jun,0.14285714285714285
PEIX,2013,May,0.06666666666666667
PENN,2002,Jun,2.0
PENN,2005,Mar,2.0
PENN,2013,Nov,4.423
PERI,2018,Aug,0.3333333333333333
PESI,2013,Oct,0.2
PFBI,2014,Jan,1.0076
PFBI,2016,Dec,1.0
PFBI,2016,Nov,1.1
PFBI,2018,Jun,1.25
PFE,1999,Jul,3.0
PFIS,2003,May,1.5
PFSW,2008,Jun,0.2127659574468085
PG,2004,Jun,2.0
PGC,1999,Sep,1.05
PGC,2000,Sep,1.05
PGC,2001,Sep,1.1
PGC,2002,Nov,2.0
PGC,2003,Sep,1.1
PGC,2004,Sep,1.1
PGC,2009,Jul,1.05
PGR,2002,Apr,3.0
PGR,2006,May,4.0
PGR,2014,Jan,1.0
PH,2007,Oct,1.5
PHG,1999,Jun,0.92
PHG,2000,Apr,4.0
PHG,2000,Aug,0.97
PHI,2013,Aug,1.0
PHIO,2013,Jul,0.03333333333333333
PHIO,2016,Apr,0.1
PHIO,2018,Jan,0.1
PHM,2004,Jan,2.0
PHM,2005,Sep,2.0
PHX,1999,Jun,3.0
PHX,2004,Apr,2.0
PHX,2006,Jan,2.0
PHX,2014,Oct,2.0
PII,2004,Mar,2.0
PII,2011,Sep,2.0
PIXY,2019,Dec,0.025
PKBK,2003,Nov,1.1
PKBK,2004,Dec,1.2
PKBK,2006,Apr,1.2
PKBK,2006,May,1.0
PKBK,2007,Apr,1.1
PKBK,2008,Apr,1.15
PKBK,2010,May,1.1
PKBK,2011,May,1.0
PKBK,2012,May,1.1
PKBK,2013,May,1.1
PKBK,2016,May,1.1
PKBK,2017,May,1.1
PKBK,2018,May,2.2
PKE,2000,Nov,1.5
PKI,2001,Jun,2.0
PLAG,2018,Oct,0.04
PLBC,2005,Sep,1.5
PLG,2009,May,1.0
PLG,2016,Jan,0.1
PLG,2018,Dec,0.1
PLM,2013,May,1.144
PLOW,2010,May,23.0
PLT,2000,Aug,3.0
PLUG,2011,May,0.1
PLUS,2017,Apr,2.0
PLX,2007,Jan,0.1
PLX,2019,Dec,0.1
PLXP,2017,Apr,0.125
PLXS,2000,Sep,2.0
PMBC,2000,Apr,2.0
PMD,2002,Aug,0.25
PNBK,2015,Mar,0.1
PNFP,2004,May,2.0
PNM,2004,Jun,1.5
PNR,2004,Jun,2.0
PNR,2018,May,1.489
POAI,2014,Oct,0.013333333333333334
POAI,2016,Oct,0.04
POAI,2019,Oct,0.1
POOL,2000,Jun,1.5
POOL,2001,Sep,1.5
POOL,2003,Sep,1.5
POOL,2004,Sep,1.5
POWI,1999,Nov,2.0
PPBI,2001,Jun,0.2
PPC,1999,Aug,1.5
PPG,2015,Jun,2.0
PPL,2005,Aug,2.0
PPL,2015,Jun,1.0736525660296328
PRA,2000,Jan,1.0
PRA,2012,Dec,2.0
PRAA,2013,Aug,3.0
PRDO,2001,Oct,2.0
PRDO,2003,Aug,2.0
PRGS,2000,Jan,2.0
PRGS,2011,Jan,1.5
PRGX,1999,Aug,1.5
PRGX,2006,Aug,0.1
PRH,2013,May,25.0
PRK,1999,Dec,2.05
PRK,2004,Nov,1.05
PROV,2002,Jul,1.5
PROV,2004,Feb,1.5
PRPO,2019,Apr,0.06666666666666667
PRTK,2014,Oct,0.08333333333333333
PSHG,2016,Jun,0.125
PSHG,2017,Aug,0.14285714285714285
PSHG,2017,Jul,0.30952380952380953
PSHG,2017,Nov,0.14285714285714285
PSHG,2017,Sep,0.3333333333333333
PSTI,2007,Nov,0.005
PSTI,2019,Jul,0.1
PSTV,2016,May,0.06666666666666667
PSTV,2018,May,0.1
PSTV,2019,Aug,0.02
PSV,2019,Jan,0.1
PTC,2006,Feb,0.4
PTE,2002,Mar,0.1
PTE,2004,Dec,0.14285714285714285
PTE,2008,Sep,10.0
PTE,2014,Jun,0.14285714285714285
PTE,2016,Aug,0.16666666666666666
PTEN,2004,Jul,2.0
PTN,2010,Sep,0.1
PTVCA,2003,Mar,1.25
PTVCB,2003,Mar,1.25
PULM,2015,Jun,0.4
PULM,2019,Feb,0.1
PVBC,2019,Oct,2.021
PWOD,1999,May,1.1
PWOD,2003,Oct,2.1
PWOD,2005,Nov,1.2
PWOD,2019,Oct,1.5
PWR,2000,Apr,1.5
PXLW,2008,Jun,0.3333333333333333
PZZA,2006,Jan,2.0
PZZA,2013,Dec,2.0
QADB,2010,Dec,0.1
QCOM,1999,Dec,4.0
QCOM,1999,May,2.0
QCOM,2004,Aug,2.0
QCRH,2004,Jun,1.5
QGEN,1999,Jul,4.0
QGEN,2000,Jul,8.0
QGEN,2017,Jan,1.924
QRHC,2012,Nov,0.2
QRHC,2016,Aug,0.125
QRTEA,2014,Apr,2.0
QRTEA,2014,Oct,1.182
QRTEB,2014,Apr,2.0
QRTEB,2014,Oct,1.181
QRVO,2015,Jan,0.25
QUIK,2019,Dec,0.07142857142857142
QUMU,2000,Apr,1.5
RAD,2019,Apr,0.05
RADA,2001,Apr,0.4
RADA,2007,Feb,0.3333333333333333
RADA,2016,Sep,0.5
RAVN,2001,Jul,1.5
RAVN,2003,Jan,2.0
RAVN,2004,Oct,2.0
RAVN,2012,Jul,2.0
RBA,2004,May,2.0
RBA,2008,Apr,3.0
RBBN,2000,Oct,3.0
RBBN,2015,Jan,0.2
RBCAA,2004,Mar,1.05
RBCAA,2005,Mar,1.05
RBCAA,2006,Mar,1.05
RBCAA,2007,Mar,1.05
RBCN,2017,May,0.1
RBS,2008,Nov,0.05
RBS,2008,Sep,1.025
RCI,2007,Jan,2.0
RCII,2003,Sep,2.5
RCKT,2018,Jan,0.25
RCON,2019,Dec,0.2
RDCM,2008,Jun,0.25
RDN,2001,Jun,2.0
RDNT,2006,Nov,0.5
RDWR,2013,Apr,2.0
RDY,2006,Sep,2.0
REI,2008,Jun,0.05555555555555555
RELV,2002,Oct,1.1905
RELV,2003,Nov,1.25
RELV,2016,Oct,0.2857142857142857
RELX,2015,Jul,4.0
RENN,2017,Feb,0.2
REPH,2019,Nov,1.115
RES,2005,Dec,1.5
RES,2005,Mar,1.5
RES,2006,Dec,1.5
RES,2010,Dec,1.5
RES,2012,Mar,1.5
REV,2003,May,1.06
REV,2008,Sep,0.1
REX,2001,Aug,1.5
REX,2002,Feb,1.5
REXN,2017,May,0.1
REXN,2019,Apr,0.08333333333333333
RF,2004,Jul,1.2346
RFIL,2011,Mar,2.0
RGCO,2011,Sep,2.0
RGCO,2017,Mar,1.5
RGLS,2018,Oct,0.08333333333333333
RGS,1999,Mar,1.5
RHE,2019,Jan,0.08333333333333333
RHI,2000,Jun,2.0
RIBT,2003,Nov,0.1
RIBT,2013,Nov,0.005
RICK,1999,Mar,0.5
RIG,2007,Nov,0.6996
RIGL,2003,Jun,0.1111111111111111
RILY,2014,Jun,0.05
RILY,2016,Nov,1.01
RIO,2010,Apr,4.0
RIOT,2016,Mar,0.125
RJF,2004,Mar,1.5
RJF,2006,Mar,1.5
RKDA,2018,Jan,0.05
RLH,2011,Dec,10.0
RLI,2002,Oct,2.0
RLI,2014,Jan,2.0
RLMD,2015,Aug,0.2
RLMD,2019,Sep,0.25
RMBS,2000,Jun,4.0
RMCF,2002,Mar,1.3333333333333333
RMCF,2004,Feb,1.5
RMCF,2004,May,1.1
RMCF,2005,Feb,1.05
RMCF,2005,Jun,1.3333333333333333
RMCF,2007,Jul,1.05
RMD,2000,Apr,2.0
RMD,2005,Oct,2.0
RMD,2010,Aug,2.0
RNR,2002,May,3.0
RNST,2003,Dec,1.5
RNST,2006,Aug,1.5
RNWK,1999,May,2.0
RNWK,2000,Feb,2.0
RNWK,2011,Aug,0.25
ROCK,2004,Nov,1.5
ROG,2000,May,2.0
ROL,2003,Mar,1.5
ROL,2005,Mar,1.5
ROL,2007,Dec,1.5
ROL,2010,Dec,1.5
ROL,2015,Mar,1.5
ROL,2018,Dec,1.5
ROP,2005,Aug,2.0
ROST,1999,Sep,2.0
ROST,2003,Dec,2.0
ROST,2011,Dec,2.0
ROST,2015,Jun,2.0
RRC,2005,Dec,1.5
RRD,2016,Oct,0.6666666666666666
RS,1999,Sep,1.5
RS,2006,Jul,2.0
RSG,2007,Mar,1.5
RST,2012,Feb,0.8
RST,2013,Nov,0.6666666666666666
RST,2014,Nov,0.25
RTX,1999,May,2.0
RTX,2005,Jun,2.0
RUSHA,2007,Oct,1.5
RUSHB,2002,Jul,2.0
RUSHB,2007,Oct,1.5
RVSB,2006,Aug,2.0
RWLK,2019,Apr,0.04
RY,2000,Oct,2.0
RY,2006,Apr,2.0
RYAAY,2000,Feb,2.0
RYAAY,2001,Dec,2.0
RYAAY,2007,Feb,2.0
RYAAY,2015,Oct,0.975
RYCE,2019,Dec,0.05
RYN,2003,Jun,1.5
RYN,2003,Nov,1.187
RYN,2005,Oct,1.5
RYN,2011,Aug,1.5
RYN,2014,Jun,1.339
SAEX,2016,Jul,0.007407407407407408
SAEX,2018,Sep,0.05
SAFM,2004,Feb,1.5
SAH,1999,Jan,2.0
SAIA,2013,Jun,1.5
SALT,2015,Dec,0.08333333333333333
SALT,2019,Nov,1.076
SAN,1999,Jun,2.0
SAN,2012,Jan,1.0217391304347827
SAND,2012,May,0.2
SANM,2000,Mar,2.0
SANM,2001,Jan,2.0
SANM,2009,Aug,0.16666666666666666
SASR,2001,Dec,1.5
SATS,2019,Sep,1.234
SAVA,2017,May,0.14285714285714285
SBBX,2000,Jun,1.05
SBBX,2003,Oct,1.05
SBBX,2005,Nov,1.05
SBBX,2008,Oct,1.065
SBCF,2002,Jul,3.0
SBCF,2003,Jul,1.1
SBCF,2013,Dec,0.2
SBFG,2000,Sep,1.05
SBFG,2001,Sep,1.0
SBLK,2008,Nov,1.026
SBLK,2012,Oct,0.06666666666666667
SBLK,2016,Jun,0.2
SBR,2000,Jun,inf
SBRA,2010,Nov,0.3333333333333333
SBS,2013,Apr,3.0
SBS,2013,Jan,2.0
SBSI,1999,Sep,1.05
SBSI,2000,May,2.0
SBSI,2000,Nov,1.05
SBSI,2000,Sep,1.0
SBSI,2001,Sep,2.05
SBSI,2002,Aug,1.05
SBSI,2003,Sep,1.05
SBSI,2004,Aug,1.05
SBSI,2005,Mar,1.05
SBSI,2006,Mar,1.05
SBSI,2007,May,1.05
SBSI,2008,Apr,1.0
SBSI,2009,Apr,1.05
SBSI,2010,Apr,2.05
SBSI,2011,Apr,1.0
SBSI,2012,Apr,1.05
SBSI,2013,Apr,1.05
SBSI,2014,Apr,1.05
SBSI,2015,Apr,1.05
SBSI,2016,May,1.05
SBSI,2017,May,1.024
SBUX,1999,Mar,2.0
SBUX,2001,Apr,2.0
SBUX,2005,Oct,2.0
SBUX,2015,Apr,2.0
SC,2015,Apr,0.8888888888888888
SCCO,2006,Oct,2.0
SCCO,2008,Jul,4.0
SCCO,2012,Feb,1.0
SCHL,2001,Jan,2.0
SCHN,2003,Aug,2.0
SCHN,2004,Mar,1.5
SCHW,1999,Jul,2.0
SCHW,2000,May,1.5
SCKT,2008,Oct,0.1
SCL,2012,Dec,2.0
SCON,2006,Mar,0.1
SCON,2013,Mar,0.08333333333333333
SCON,2016,Jul,0.06666666666666667
SCON,2018,Jul,0.1
SCS,2006,Aug,0.2
SCSC,2003,Jan,2.0
SCSC,2006,Jun,2.0
SCU,2019,Jan,0.1
SCVL,2012,Apr,1.5
SDRL,2018,Jul,0.003734548306382343
SEAC,1999,Dec,1.5
SEE,2007,Mar,2.0
SEED,2018,Jul,0.1
SEEL,2010,Jun,0.06666666666666667
SEEL,2016,Oct,0.1
SEEL,2019,Jan,0.03333333333333333
SEIC,2000,Jun,3.0
SEIC,2001,Mar,2.0
SEIC,2007,Jun,2.0
SERV,2018,Oct,1.493
SF,1999,Feb,1.05
SF,2004,Sep,1.3333333333333333
SF,2008,Jun,1.5
SF,2011,Apr,1.5
SFBS,2014,Jul,3.0
SFBS,2016,Dec,2.0
SFE,2000,Mar,3.0
SFE,2009,Aug,0.16666666666666666
SFET,2019,Oct,0.05
SFNC,2003,May,2.0
SFNC,2018,Feb,2.0
SFST,2003,Nov,1.5
SFST,2006,Jul,1.1
SFST,2011,Jan,1.1
SFST,2012,Feb,1.1
SFST,2013,Jan,1.1
SFUN,2011,Feb,4.0
SFUN,2014,Apr,5.0
SFUN,2019,Jul,0.2
SGA,1999,Dec,1.25
SGA,2002,Jun,1.25
SGA,2009,Jan,0.25
SGA,2013,Jan,1.3333333333333333
SGC,2015,Feb,2.0
SGLB,2010,Oct,150.0
SGLB,2016,Mar,0.01
SGLB,2017,Feb,0.5
SGOC,2016,Jan,0.25
SGU,2013,Dec,20.0
SHBI,2006,Jun,1.5
SHEN,2004,Feb,2.0
SHEN,2007,Aug,3.0
SHEN,2016,Jan,2.0
SHG,2012,Oct,2.0
SHI,2013,Dec,1.5
SHIP,2011,Jun,0.06666666666666667
SHIP,2016,Jan,0.2
SHIP,2019,Mar,0.06666666666666667
SHOO,2006,May,1.5
SHOO,2010,May,1.5
SHOO,2011,Jun,1.5
SHOO,2013,Oct,1.5
SHOO,2018,Oct,1.5
SHSP,2013,Dec,0.2
SID,2004,Jun,4.0
SID,2008,Feb,3.0
SID,2010,Apr,2.0
SIFY,2000,Jan,4.0
SIFY,2002,Sep,0.25
SIG,2004,Oct,3.0
SIG,2008,Sep,0.5
SIGI,2007,Feb,2.0
SIM,2008,May,0.1
SINT,2016,Jan,0.06666666666666667
SINT,2017,Nov,0.08333333333333333
SINT,2019,Jul,0.03333333333333333
SIRI,2011,May,0.8571428571428571
SIRI,2011,Oct,0.25
SIVB,2000,May,2.0
SIX,2011,Jun,2.0
SIX,2013,Jun,2.0
SJI,2005,Jul,2.0
SJI,2015,May,4.0
SJR,2000,Feb,2.0
SJR,2007,Aug,2.0
SJW,2004,Mar,3.0
SJW,2006,Mar,2.0
SKM,1999,Dec,1.03
SKT,2004,Dec,2.0
SKT,2011,Jan,2.0
SKX,2015,Oct,3.0
SKYS,2019,Nov,0.4
SKYW,2000,Dec,2.0
SLB,2006,Apr,2.0
SLCT,2004,Jun,1.0
SLCT,2005,Aug,1.5
SLCT,2006,Nov,1.2
SLGN,2005,Sep,2.0
SLGN,2010,May,2.0
SLGN,2017,May,2.0
SLM,2003,Jun,3.0
SLM,2014,May,2.798
SLNO,2017,Oct,0.2
SLP,2006,Aug,2.0
SLP,2007,Oct,2.0
SLRX,2019,Jul,0.04
SLS,2016,Nov,0.05
SLS,2018,Jan,0.03333333333333333
SLS,2019,Nov,0.02
SM,2000,Sep,2.0
SM,2005,Apr,2.0
SMBC,2003,Oct,2.0
SMBC,2015,Feb,2.0
SMBK,2004,Sep,2.0
SMBK,2006,Dec,2.0
SMBK,2009,Jun,1.0
SMBK,2009,Sep,1.02
SMBK,2015,Sep,0.25
SMFG,2010,Nov,0.5
SMG,2005,Nov,2.0
SMIT,2002,Dec,0.3333333333333333
SMMF,2001,Aug,2.0
SMMF,2003,Mar,2.0
SMMF,2004,Dec,2.0
SMSI,2016,Aug,0.25
SMTC,1999,Sep,2.0
SMTC,2000,Sep,2.0
SMTS,2010,Dec,0.14285714285714285
SMTX,2004,Oct,0.2
SNBR,2006,Jun,1.5
SNCA,2017,Jan,0.07692307692307693
SNCA,2019,Jul,0.05
SNDE,2018,Dec,0.1
SNDE,2019,Nov,0.11
SNE,2000,May,2.0
SNFCA,1999,Mar,1.0
SNFCA,2000,Dec,1.0
SNFCA,2000,Jan,1.0
SNFCA,2002,Jan,1.0
SNFCA,2003,Dec,1.0
SNFCA,2003,Jan,1.0
SNFCA,2005,Jan,1.0
SNFCA,2006,Jan,1.0
SNFCA,2007,Jan,1.0
SNFCA,2008,Jan,1.0
SNFCA,2009,Jan,1.0
SNFCA,2010,Jan,1.0
SNFCA,2011,Jan,1.0
SNFCA,2012,Jan,1.0
SNFCA,2013,Jan,1.0
SNFCA,2014,Jan,1.05
SNFCA,2015,Jan,1.05
SNFCA,2016,Jan,1.05
SNFCA,2017,Jan,1.0
SNFCA,2018,Jan,1.0
SNFCA,2019,Jan,1.0
SNGX,2012,Feb,0.05
SNGX,2016,Oct,0.1
SNMP,2015,Aug,0.1
SNN,2000,Aug,0.8181818181818182
SNN,2003,Dec,2.0
SNN,2014,Oct,2.499
SNOA,2013,Apr,0.14285714285714285
SNOA,2016,Jun,0.2
SNOA,2019,Jun,0.1111111111111111
SNP,2013,Jul,1.3
SNPS,2003,Sep,2.0
SNSS,2011,Feb,1.1666666666666667
SNSS,2016,Sep,0.16666666666666666
SNV,2008,Jan,2.272727272727273
SNV,2014,May,0.14285714285714285
SO,2001,Apr,1.636929120969062
SOL,2017,Feb,0.2
SONA,2007,Apr,1.1
SP,2008,Jan,2.0
SPB,2001,Jan,0.1
SPB,2005,Apr,8.0
SPB,2018,Jul,0.162
SPCB,2007,May,0.16999864001087991
SPCB,2013,Aug,0.23529411764705882
SPG,2009,Aug,1.00722
SPG,2009,May,1.0
SPG,2009,Nov,1.0063
SPG,2014,May,1.063
SPGI,1999,Mar,2.0
SPGI,2005,May,2.0
SPH,1999,Jun,10.0
SPH,2001,Jan,1.0
SPI,2017,Nov,0.1
SPI,2018,Nov,0.1
SPKE,2017,Jun,2.0
SPNS,2003,Jun,0.2
SPPI,2002,Sep,0.04
SPR,2011,Jun,0.3333333333333333
SPR,2013,Dec,0.01
SPRT,2017,Jan,0.3333333333333333
SPSC,2019,Aug,2.0
SPXC,2002,Oct,2.0
SPXC,2015,Sep,3.971
SQBG,2006,Jan,0.10810810810810811
SQBG,2012,Sep,0.06666666666666667
SQM,2008,Mar,10.0
SQM,2016,Apr,1.027
SQNS,2019,Nov,0.25
SRAX,2016,Sep,0.2
SRC,2013,Jul,1.9048
SRC,2018,Dec,0.2
SRC,2018,Jun,1.115
SRCE,1999,Feb,1.1
SRCE,2000,Aug,1.05
SRCE,2001,May,1.05
SRCE,2006,Aug,1.1
SRCE,2015,Aug,1.1
SRCL,2002,Jun,2.0
SRCL,2007,Jun,2.0
SRDX,2000,Dec,2.0
SRI,2011,Mar,0.5555555555555556
SRNE,2008,Oct,0.1
SRNE,2013,Aug,0.04
SRPT,2012,Jul,0.16666666666666666
SSB,2002,Nov,1.1
SSB,2004,Dec,1.05
SSB,2007,Mar,1.05
SSD,2002,Aug,2.0
SSD,2004,Nov,2.0
SSKN,2014,Jul,0.1
SSKN,2017,Apr,0.2
SSNC,2016,Jun,4.0
SSNT,2015,Feb,0.03333333333333333
SSP,2004,Sep,2.0
SSP,2008,Jul,0.3333333333333333
SSP,2015,Apr,1.127
SSYS,2003,Dec,1.5
SSYS,2007,Aug,2.0
STAF,2015,Sep,0.1
STAF,2018,Jan,0.2
STAR,1999,Nov,1.0
STC,1999,May,2.0
STCN,1999,Jan,2.0
STCN,1999,May,2.0
STCN,2000,Jan,2.0
STCN,2007,Nov,0.1
STCN,2015,Jan,1.0
STL,2004,Jan,4.432
STLD,2006,Nov,2.0
STLD,2008,Mar,2.0
STM,1999,Jun,2.0
STM,2000,May,3.0
STMP,2004,May,0.5
STN,2006,May,2.0
STN,2014,Nov,2.0
STNG,2019,Jan,0.1
STRS,2001,May,0.5
STT,2001,May,2.0
STWD,2014,Feb,1.2402
STXS,2012,Jul,0.1
STXS,2013,Nov,1.096
STZ,2001,May,2.0
STZ,2002,May,2.0
STZ,2005,May,2.0
SU,2000,May,2.0
SU,2002,May,2.0
SU,2008,May,2.0
SUI,2006,May,5.0
SUM,2015,Dec,1.01
SUM,2016,Dec,1.01
SUM,2017,Dec,1.014
SUNW,2015,Feb,0.038461538461538464
SUNW,2019,Aug,0.14285714285714285
SUZ,2014,Aug,1.5
SUZ,2019,Sep,2.0
SVBI,2004,Dec,2.0
SVBI,2006,Mar,1.1
SVBI,2007,Mar,1.1
SWKH,2000,Feb,2.0
SWKH,2001,Dec,0.1
SWKH,2015,Oct,0.1
SWKS,1999,Feb,1.5
SWKS,2000,Apr,2.0
SWM,2012,Aug,2.0
SWN,2005,Jun,2.0
SWN,2005,Nov,2.0
SWN,2008,Mar,2.0
SYBT,1999,Mar,2.0
SYBT,2003,Sep,2.0
SYBT,2006,May,1.05
SYBT,2016,May,2.5
SYBX,2017,Aug,0.14285714285714285
SYK,2000,May,2.0
SYK,2004,May,2.0
SYN,2007,Apr,0.3333333333333333
SYN,2018,Aug,0.02857142857142857
SYNA,2008,Sep,1.5
SYY,2000,Dec,2.0
TA,2019,Aug,0.2
TACT,2004,Apr,1.5
TAL,2017,Aug,6.0
TAOP,2006,Oct,4.444
TAOP,2012,Mar,0.5
TAP,2007,Oct,2.0
TARO,2001,Jul,2.0
TAT,2014,Mar,0.1
TBI,1999,Jul,1.5
TCBK,2004,May,2.0
TCF,2000,Jan,1.05
TCF,2001,Dec,1.05
TCF,2003,Jan,1.05
TCF,2004,Sep,2.0
TCF,2005,Jan,1.05
TCF,2019,Aug,1.0
TCFC,2006,Nov,3.0
TCOM,2006,Apr,2.0
TCOM,2007,Jul,2.0
TCOM,2010,Jan,2.0
TCOM,2015,Dec,2.0
TCON,2019,Nov,0.1
TCX,2013,Dec,0.25
TD,1999,Aug,2.0
TD,2014,Feb,2.0
TDI,2013,Jun,0.25
TDI,2014,Jul,10.0
TDS,2005,May,1.951219512195122
TDS,2012,Jan,1.087
TDW,2017,Aug,0.031
TECH,2000,Dec,2.0
TECK,2007,May,2.0
TEF,1999,Apr,1.02
TEF,1999,Jul,3.0
TEF,1999,Nov,1.02
TEF,2000,May,0.6666666666666666
TEF,2001,Jan,1.02
TEF,2001,Mar,1.02
TEF,2002,Jan,1.02
