Stock,Year,Month,Stock Splits
CMI,2008,Jan,2.0
CMO,2000,May,0.5
CMO,2001,Jul,0.5
CMO,2001,Jun,0.5
CMT,2013,Jan,0.8333333333333334
CMT,2013,Nov,5.0
CMTL,1999,Aug,1.5
CMTL,2003,Jul,1.5
CMTL,2005,Apr,1.5
CNC,2003,Jul,1.5
CNC,2004,Dec,2.0
CNC,2015,Feb,2.0
CNC,2019,Feb,2.0
CNET,2016,Aug,0.4
CNI,1999,Sep,2.0
CNI,2004,Mar,1.5
CNI,2006,Mar,2.0
CNI,2013,Dec,2.0
CNMD,2001,Sep,3.0
CNOB,1999,May,1.05
CNOB,2001,May,1.05
CNOB,2002,May,1.05
CNOB,2003,Jun,2.0
CNOB,2004,May,1.0
CNOB,2005,May,1.05
CNOB,2007,Apr,1.05
CNP,2002,Oct,1.1862396204033214
CNQ,2004,Jun,2.0
CNQ,2005,May,2.0
CNQ,2010,Jun,2.0
CNR,2010,Mar,0.2
CNX,2006,Jun,2.0
CNX,2017,Nov,1.2
CNXN,2000,May,1.5
COCP,2018,Jan,0.03333333333333333
CODA,2017,Jan,0.07142857142857142
COF,1999,Jun,3.0
COFS,2002,May,1.0
COFS,2005,May,1.05
COFS,2017,May,1.05
COFS,2018,May,1.05
COG,2005,Apr,1.5
COG,2007,Apr,2.0
COG,2012,Jan,2.0
COG,2013,Aug,2.0
COHN,2009,Dec,0.1
COHN,2017,Sep,0.1
COHU,1999,Sep,2.0
COLB,1999,May,1.05
COLB,2000,May,1.1
COLB,2001,May,1.1
COLB,2002,Apr,1.05
COLB,2004,May,1.05
COLM,2001,Jun,1.5
COLM,2014,Sep,2.0
COO,2002,Nov,2.0
COOP,2012,Jun,0.8333333333333334
COOP,2014,Jun,0.8571428571428571
COOP,2018,Oct,0.08333333333333333
COP,2005,Jun,2.0
COP,2012,May,1.311791
COR,2014,Jun,10.0
CORE,2014,Jun,2.0
CORE,2016,Jun,4.0
CORR,2015,Dec,0.2
COST,2000,Jan,2.0
COWN,2016,Dec,0.25
CP,2001,Oct,2.0
CPA,2013,Apr,0.5
CPA,2013,May,0.5
CPAH,2008,Mar,1.2
CPAH,2015,Nov,0.1
CPF,2002,Nov,2.0
CPF,2011,Feb,0.05
CPHI,2003,Aug,0.0458631443771785
CPK,2014,Sep,1.5
CPLP,2019,Mar,0.14285714285714285
CPRT,1999,Jan,2.0
CPRT,2000,Jan,2.0
CPRT,2002,Jan,1.5
CPRT,2012,Mar,2.0
CPRT,2017,Apr,4.0
CPST,2015,Nov,0.05
CPST,2019,Oct,0.1
CRC,2016,Jun,0.1
CREE,1999,Aug,2.0
CREE,2000,Dec,2.0
CREG,2016,May,0.1
CRESY,2009,Nov,1.053
CRESY,2014,Dec,1.011
CRESY,2016,Nov,1.0
CRESY,2018,Nov,1.0
CREX,2012,Dec,0.2
CREX,2018,Oct,0.03333333333333333
CRI,2006,Jun,2.0
CRIS,2018,May,0.2
CRK,2016,Aug,0.2
CRM,2013,Apr,4.0
CRMD,2019,Mar,0.2
CRMT,2005,Apr,1.5
CROX,2007,Jun,2.0
CRS,2007,Nov,2.0
CRVL,1999,Jun,2.0
CRVL,2001,Sep,1.5
CRVL,2006,Dec,1.5
CRVL,2013,Jun,2.0
CRY,2000,Dec,1.5
CS,2013,May,1.024
CSBR,2015,Aug,0.16666666666666666
CSCO,1999,Jun,2.0
CSCO,2000,Mar,2.0
CSGS,1999,Mar,2.0
CSII,2009,Feb,0.1
CSL,2007,Mar,2.0
CSPI,1999,Apr,1.1
CSWC,2013,Aug,4.0
CSX,2006,Aug,2.0
CSX,2011,Jun,3.0
CTAS,2000,Mar,1.5
CTBI,1999,Mar,1.1
CTBI,2000,Mar,1.1
CTBI,2002,Nov,1.1
CTBI,2003,Nov,1.1
CTBI,2004,Nov,1.1
CTBI,2014,May,1.1
CTEK,2017,Jan,0.3333333333333333
CTHR,2005,Jun,1.0
CTHR,2006,Jan,1.25
CTIC,2007,Apr,0.25
CTIC,2008,Sep,0.1
CTIC,2011,May,0.16666666666666666
CTIC,2012,Sep,0.2
CTIC,2017,Jan,0.1
CTL,1999,Apr,1.5
CTS,1999,Aug,2.0
CTSH,2000,Mar,2.0
CTSH,2003,Apr,3.0
CTSH,2004,Jun,2.0
CTSH,2007,Oct,2.0
CTSH,2014,Mar,2.0
CTSO,2014,Dec,0.04
CTXR,2017,Jun,0.06666666666666667
CTXS,1999,Mar,2.0
CTXS,2000,Feb,2.0
CTXS,2017,Feb,1.2558
CUB,2002,May,3.0
CUBI,2014,May,1.1
CUK,2003,Apr,2.201
CUZ,2000,Oct,1.5
CUZ,2016,Oct,1.417
CUZ,2019,Jun,0.25
CVBF,2000,Feb,1.25
CVBF,2001,Jan,1.1
CVBF,2002,Jan,1.25
CVBF,2003,Dec,1.1
CVBF,2003,Jan,1.25
CVBF,2005,Jan,1.25
CVBF,2006,Jan,1.25
CVBF,2007,Jan,1.1
CVCO,2005,Feb,2.0
CVCY,1999,Jun,1.1
CVCY,2003,Jan,2.0
CVCY,2005,Nov,2.0
CVLY,1999,Apr,1.05
CVLY,2000,May,1.05
CVLY,2001,Apr,1.05
CVLY,2002,Apr,1.05
CVLY,2003,Apr,1.05
CVLY,2004,Apr,1.05
CVLY,2005,Apr,1.05
CVLY,2006,Apr,1.05
CVLY,2006,Oct,1.05
CVLY,2007,Apr,1.05
CVLY,2008,Apr,1.05
CVLY,2012,Oct,1.05
CVLY,2013,Oct,1.05
CVLY,2014,Oct,1.05
CVLY,2015,Oct,1.05
CVLY,2016,Oct,1.05
CVLY,2017,Oct,1.05
CVLY,2018,Oct,1.05
CVLY,2019,Oct,1.05
CVM,2013,Sep,0.1
CVM,2017,Jun,0.04
CVS,2005,Jun,2.0
CVU,1999,Jun,0.3333333333333333
CVX,2004,Sep,2.0
CW,2003,Dec,2.0
CW,2006,Apr,2.0
CWCO,2005,Aug,2.0
CWT,2011,Jun,2.0
CX,1999,Sep,3.0
CX,2006,Jul,2.0
CX,2009,May,1.04
CX,2010,Jun,1.0
CX,2011,Mar,1.0
CX,2012,Mar,1.04
CX,2013,Apr,1.04
CX,2014,Apr,1.04
CX,2015,Apr,1.04
CX,2016,Apr,1.04
CX,2017,May,1.04
CXDC,2009,Feb,0.008058017727639
CXW,2000,Sep,1.0
CXW,2001,May,0.1
CXW,2006,Sep,1.5
CXW,2007,Jul,2.0
CYAN,2006,Nov,0.25
CYBE,2000,Jun,1.5
CYCC,2006,Mar,0.1
CYCC,2012,Aug,0.14285714285714285
CYCC,2016,May,0.08333333333333333
CYCCP,2016,May,0.08333333333333333
CYH,2016,Apr,1.21
CYRN,2008,Jan,0.3333333333333333
CYRX,2010,Feb,0.1
CYRX,2015,May,0.08333333333333333
CYTK,2013,Jun,0.16666666666666666
CZNC,1999,Nov,1.0
CZNC,2000,Nov,1.01
CZNC,2002,Dec,1.01
CZNC,2002,Jan,1.01
CZNC,2003,Apr,1.5
CZNC,2003,Dec,1.01
CZNC,2004,Dec,1.0
CZNC,2005,Dec,1.01
CZNC,2006,Dec,1.01
CZNC,2007,Dec,1.01
CZR,2012,Feb,1.0
CZWI,2006,Nov,1.0
D,2007,Nov,2.0
DAC,2019,May,0.07142857142857142
DAKT,2000,Jan,2.0
DAKT,2001,Jun,2.0
DAKT,2006,Jun,2.0
DARE,2017,Jul,0.1
DB,2014,Jun,1.048
DBCP,1999,Nov,1.2
DBCP,2000,Nov,1.2
DBCP,2001,Nov,1.2
DBCP,2002,Nov,1.2
DBCP,2003,Nov,1.2
DBCP,2004,Nov,1.2
DBCP,2005,Dec,1.2
DBCP,2006,Dec,1.2
DBCP,2007,Dec,1.2
DBCP,2008,Dec,1.2
DBI,2013,Nov,2.0
DCI,2004,Mar,2.0
DCI,2012,Mar,2.0
DCOM,2001,Aug,1.5
DCOM,2002,Apr,1.5
DCOM,2004,Mar,1.5
DCTH,2019,Dec,0.0014285714285714286
DCTH,2019,Oct,0.01
DD,2000,Jun,3.0
DD,2019,Apr,1.487
DD,2019,Jun,0.4725
DDD,2011,May,2.0
DDD,2013,Feb,1.5
DE,2007,Dec,2.0
DECK,2010,Aug,1.0
DECK,2010,Jul,3.0
DELL,2018,Dec,1.806
DFFN,2014,Mar,0.01
DFFN,2016,Aug,0.1
DFFN,2018,Dec,0.06666666666666667
DGICA,2005,Mar,1.3333333333333333
DGICA,2006,Apr,1.3333333333333333
DGICB,2005,Mar,1.3333333333333333
DGICB,2006,Apr,1.3333333333333333
DGLY,2012,Aug,0.125
DGX,2001,Jun,2.0
DGX,2005,Jun,2.0
DHI,2000,Sep,1.09
DHI,2001,Mar,1.11
DHI,2002,Apr,1.5
DHI,2004,Jan,1.5
DHI,2005,Mar,1.3333333333333333
DHIL,2001,Sep,0.2
DHR,2004,May,2.0
DHR,2010,Jun,2.0
DHR,2016,Jul,1.319
DHT,2012,Jul,0.08333333333333333
DIN,1999,May,2.0
DIOD,2000,Jul,1.5
DIOD,2003,Nov,1.5
DIOD,2005,Dec,1.5
DIOD,2007,Jul,1.5
DIS,2007,Jun,1.0136847440446022
DISCA,2014,Aug,1.957
DISCB,2014,Aug,1.95
DISCK,2014,Aug,2.0
DISH,1999,Jul,2.0
DISH,1999,Oct,2.0
DISH,2000,Mar,2.0
DIT,2000,Jan,1.1
DIT,2004,May,0.16666666666666666
DKS,2004,Apr,2.0
DKS,2007,Oct,2.0
DLA,2002,Sep,2.0
DLA,2005,Jun,2.0
DLHC,2000,Jun,0.2857142857142857
DLHC,2008,Apr,0.25
DLPN,2007,May,0.06666666666666667
DLPN,2016,May,0.05
DLPN,2017,Sep,0.5
DLTR,2000,Jun,1.5
DLTR,2010,Jun,1.5
DLTR,2012,Jun,2.0
DLX,2001,Jan,1.2507817385866167
DMAC,2018,Nov,0.05
DMPI,2019,May,0.1
DMTK,2019,Aug,0.5
DNN,2006,Dec,2.88
DNN,2016,Dec,1.0
DNR,2005,Nov,2.0
DNR,2007,Dec,2.0
DORM,2005,Mar,2.0
DORM,2012,Jun,2.0
DOV,2014,Mar,1.205
DOV,2018,May,1.238
DPW,2019,Aug,0.025
DPW,2019,Mar,0.05
DQ,2012,Dec,0.2
DRAD,2019,Jun,0.1
DRD,2007,Jul,0.1
DRI,2002,May,1.5
DRI,2015,Nov,1.1186933661483387
DRQ,2006,Oct,2.0
DS,2013,May,2.133
DS,2014,Aug,0.3333333333333333
DS,2014,Feb,1.19
DS,2014,Nov,5.575
DS,2014,Oct,0.5
DSPG,2000,Mar,2.0
DSS,2001,Nov,0.005
DSS,2016,Aug,0.5
DSWL,2002,Jul,1.5
DSWL,2005,Mar,1.5
DSWL,2013,Sep,1.0
DTSS,2018,May,0.3333333333333333
DUK,2001,Jan,2.0
DUK,2007,Jan,1.7208742040956806
DUK,2012,Jul,0.3333333333333333
DVA,2004,Jun,1.5
DVA,2013,Sep,2.0
DVAX,2014,Nov,0.1
DVN,2004,Nov,2.0
DWSN,1999,Oct,1.05
DWSN,2006,Apr,1.05
DWSN,2007,Apr,1.05
DWSN,2008,Apr,1.05
DWSN,2009,Apr,1.05
DWSN,2010,Apr,1.05
DWSN,2012,Apr,1.05
DWSN,2013,Apr,1.05
DWSN,2015,Feb,0.3333333333333333
DWSN,2018,May,1.05
DX,1999,Aug,0.25
DX,2019,Jun,0.3333333333333333
DXC,2015,Nov,1.7412
DXC,2018,Jun,1.156
DXPE,2008,Oct,2.0
DY,1999,Jan,1.5
DY,2000,Feb,1.5
DYNT,2012,Dec,0.2
DZSI,2010,Mar,0.2
DZSI,2017,Mar,0.2
E,2001,Jun,0.5
E,2006,Jan,2.5
EA,2000,Sep,2.0
EA,2003,Nov,2.0
EARS,2018,Mar,0.1
EARS,2019,Apr,1.0
EARS,2019,May,0.05
EAST,2017,Jun,0.3333333333333333
EAT,2001,Jan,1.5
EAT,2006,Dec,1.5
EBAY,1999,Mar,3.0
EBAY,2000,May,2.0
EBAY,2003,Aug,2.0
EBAY,2005,Feb,2.0
EBAY,2015,Jul,2.376
EBIX,2002,Oct,0.125
EBIX,2008,Oct,3.0
EBIX,2009,Dec,1.0
EBIX,2010,Jan,3.0
EBIX,2016,Aug,3.0
EBMT,2010,Apr,3.8
EBSB,2014,Jul,2.448
EBTC,2006,Jul,2.0
ECL,2003,Jun,2.0
EDSA,2015,Sep,0.1
EDSA,2018,May,0.14285714285714285
EDSA,2019,Jun,0.16666666666666666
EDU,2011,Aug,4.0
EDUC,2018,Aug,2.0
EFOI,2014,Jul,0.2
EGAN,2003,Aug,0.1
EGBN,2000,Apr,1.25
EGBN,2001,Jun,1.4
EGBN,2005,Mar,1.3
EGBN,2006,Jul,1.3
EGBN,2008,Sep,1.1
EGBN,2013,May,1.1
EGLE,2012,May,0.25
EGLE,2014,Oct,0.05495230140238273
EGLE,2016,Aug,0.05
EGO,2018,Dec,0.2
EGY,2000,Mar,1.0
EGY,2003,Feb,1.0
EHC,2006,Oct,0.2
EIGR,2016,Mar,0.06666666666666667
EKSO,2016,May,0.14285714285714285
EL,1999,Jun,2.0
EL,2012,Jan,2.0
ELGX,2019,Mar,0.1
ELLO,2011,Jun,0.1
ELOX,1999,Oct,2.0
ELOX,2013,Oct,0.01
ELOX,2017,Dec,0.05
ELS,2013,Jul,2.0
ELS,2019,Oct,2.0
ELSE,2001,Feb,1.5
ELTK,2017,Nov,0.2
EMAN,2006,Nov,0.1
EME,2006,Feb,3.0
EME,2007,Jul,2.0
EMKR,2000,Sep,2.0
EMKR,2012,Feb,0.25
EML,1999,Jun,1.5
EML,2006,Oct,1.5
EMN,2011,Oct,2.0
EMR,2006,Dec,2.0
ENB,1999,May,2.0
ENB,2005,May,4.0
ENB,2011,Jun,2.0
ENB,2011,May,2.0
ENIA,2013,Feb,1.01
ENIA,2016,Apr,1.854
ENLC,2006,Dec,3.0
ENLV,2017,Sep,0.2
ENLV,2019,Mar,0.125
ENS,2011,Oct,10.0
ENSG,2014,Jun,1.833
ENSG,2015,Dec,2.0
ENSG,2019,Oct,1.069
ENZ,2001,Feb,1.05
ENZ,2002,Jan,1.05
ENZ,2003,Jun,1.05
ENZ,2004,Oct,1.05
EOG,2005,Mar,2.0
EOG,2014,Apr,2.0
EPAC,2003,Oct,2.0
EPAC,2007,Nov,2.0
EPC,2015,Jul,1.349
EPD,2002,May,2.0
EPD,2014,Aug,2.0
EPIX,2018,Apr,0.05
EPM,2002,Feb,0.01
EPM,2004,Feb,0.025
EPSN,2018,Dec,0.5
EQC,2010,Jul,0.25
EQIX,2002,Dec,0.03125
EQR,2001,Oct,2.0
EQT,2001,Jun,2.0
EQT,2005,Sep,2.0
EQT,2018,Nov,1.837
EQX,2019,Aug,0.2
ERIC,2000,May,4.0
ERIC,2002,Oct,0.1
ERIC,2008,Jun,2.0
ERJ,2002,Mar,1.0
EROS,2013,Nov,0.3333333333333333
ES,2013,Apr,2.0
ESBK,1999,Mar,1.05
ESBK,2000,Jun,1.05
ESBK,2001,Jun,1.1
ESBK,2002,Jun,1.1
ESBK,2003,Jun,1.1
ESBK,2004,Jun,1.1
ESBK,2005,Jun,1.1
ESBK,2006,Jun,1.1
ESBK,2007,Jun,1.1
ESBK,2008,Jun,1.1
ESBK,2011,Dec,1.1
ESBK,2012,Dec,1.05
ESBK,2013,Dec,1.1
ESBK,2018,Jun,1.05
ESCA,2002,Apr,3.0
ESCA,2004,May,2.0
ESE,2005,Sep,2.0
ESEA,2006,Oct,0.3333333333333333
ESEA,2015,Jul,0.1
ESEA,2019,Dec,0.125
ESP,2006,Jan,2.0
ESTE,2011,Jan,0.1
ET,2014,Jan,2.0
ET,2015,Jul,2.0
ETFC,1999,Feb,2.0
ETFC,1999,May,2.0
ETFC,2010,Jun,0.1
ETH,1999,May,1.5
ETN,2001,Jan,1.1524720525527257
ETN,2004,Feb,2.0
ETN,2011,Mar,2.0
EV,2000,Nov,2.0
EV,2005,Jan,2.0
EVBN,2002,Nov,1.05
EVBN,2003,Oct,1.05
EVBN,2004,Dec,1.05
EVBN,2005,Nov,1.05
EVFM,2018,Jan,0.16666666666666666
EVGN,2013,Nov,0.5
EVOL,2009,Jul,0.5
EVSI,2019,Apr,0.02
EW,2010,May,2.0
EW,2015,Dec,2.0
EWBC,2004,Jun,2.0
EXC,2004,May,2.0
EXP,2006,Feb,3.0
EXPD,1999,Jun,2.0
EXPD,2002,Jun,2.0
EXPD,2006,Jun,2.0
EXPE,2011,Dec,0.5
EXPO,2006,Jun,2.0
EXPO,2015,Jun,2.0
EXPO,2018,Jun,2.0
EXTR,2000,Aug,2.0
EYEG,2019,Aug,0.06666666666666667
EYPT,2008,Jun,0.25
EZPW,2006,Dec,3.0
F,2000,Aug,1.748175
F,2000,Jun,1.0409076714895389
FARM,2004,May,10.0
FAST,2002,May,2.0
FAST,2005,Nov,2.0
FAST,2011,May,2.0
FAST,2019,May,2.0
FBC,2001,Jul,1.5
FBC,2002,Jun,1.5
FBC,2003,May,2.0
FBC,2010,May,1.1
FBC,2012,Oct,0.1
FBIZ,2015,Aug,4.0
FBMS,2006,Mar,2.0
FBNC,1999,Sep,1.5
FBNC,2004,Nov,1.5
FBP,2002,Oct,1.5
FBP,2005,Jul,2.0
FBP,2011,Jan,0.06666666666666667
FBSS,2002,May,2.0
FCAP,2006,Jul,1.1
FCAU,2011,Jan,2.304147465437788
FCAU,2016,Jan,1.52
FCBC,1999,Apr,1.25
FCBC,2002,Feb,1.1
FCBC,2003,Jul,1.1
FCCO,2001,May,1.05
FCCO,2002,Mar,1.25
FCCY,2000,Jan,1.05
FCCY,2001,Jan,1.05
FCCY,2002,Jan,1.05
FCCY,2003,Jan,1.05
FCCY,2004,Jan,1.05
FCCY,2005,Jan,1.05
FCCY,2005,Mar,2.0
FCCY,2006,Jan,1.05
FCCY,2007,Jan,1.06
FCCY,2008,Jan,1.06
FCCY,2009,Jan,1.05
FCCY,2010,Jan,1.05
FCCY,2011,Jan,1.0
FCCY,2012,Jan,1.05
FCCY,2013,Jan,1.05
FCCY,2015,Mar,1.05
FCCY,2016,Jan,1.05
FCEL,1999,Nov,1.5
FCEL,2000,Sep,2.0
FCEL,2001,Jun,2.0
FCEL,2015,Dec,0.08333333333333333
FCEL,2019,May,0.08333333333333333
FCF,1999,Nov,2.0
FCFS,2004,Apr,1.5
FCFS,2006,Feb,2.0
FCN,2002,Jan,1.5
FCN,2003,Jun,1.5
FCX,2011,Feb,2.0
FDBC,2000,Jul,2.0
FDBC,2006,Jan,1.1
FDBC,2017,Sep,1.5
FDEF,2018,Jul,2.0
FDS,1999,Feb,1.5
FDS,2000,Feb,2.0
FDS,2005,Feb,1.5
FDX,1999,May,2.0
FE,2003,Apr,0.3333333333333333
FELE,2002,Mar,2.0
FELE,2004,Jun,2.0
FELE,2013,Mar,2.0
FFBC,1999,Dec,1.1
FFBC,2001,Mar,1.05
FFG,2013,Sep,1.0
FFHL,2016,Dec,0.25
FFIC,2001,Aug,1.5
FFIC,2003,Dec,1.5
FFIN,2001,Jun,1.25
FFIN,2003,Jun,1.25
FFIN,2005,Jun,1.3333333333333333
FFIN,2011,Jun,1.5
FFIN,2014,Jun,2.0
FFIN,2019,Jun,2.0
FFIV,2007,Aug,2.0
FFWM,2017,Jan,2.0
FGBI,2015,Dec,1.1
FGBI,2017,Dec,1.1
FGBI,2019,Dec,1.1
FHI,2000,Jul,1.5
FHN,2008,Dec,1.0
FHN,2008,Sep,1.0306
FHN,2009,Dec,1.0
FHN,2009,Jun,1.0
FHN,2009,Mar,1.0
FHN,2009,Sep,1.0159
FHN,2010,Dec,1.0
FHN,2010,Jun,1.0
FHN,2010,Mar,1.0
FHN,2010,Sep,1.0
FICO,2001,Jun,1.5
FICO,2002,Jun,1.5
FICO,2004,Mar,1.5
FISV,1999,May,1.5
FISV,2001,Sep,1.5
FISV,2013,Dec,2.0
FISV,2018,Mar,2.0
FITB,2000,Jul,1.5
FIZZ,2004,Mar,2.0
FIZZ,2007,May,1.2
FLEX,1999,Dec,2.0
FLEX,1999,Jan,2.0
FLEX,2000,Oct,2.0
FLIC,2002,Jul,1.5
FLIC,2007,Apr,2.0
FLIC,2014,Oct,1.5
FLIC,2016,Nov,1.5
FLIR,2003,May,2.0
FLIR,2005,Feb,2.0
FLIR,2007,Dec,2.0
FLNT,2015,Mar,0.2
FLO,2002,Jan,1.5
FLO,2003,Jun,1.5
FLO,2005,Jul,1.5
FLO,2007,Jul,1.5
FLO,2011,Jun,1.5
FLO,2013,Jun,1.5
FLR,2008,Jul,2.0
FLS,2013,Jun,3.0
FMAO,2006,May,4.0
FMAO,2017,Sep,2.0
FMBH,2001,Nov,1.5
FMBH,2004,Jul,1.5
FMBH,2007,Jul,1.5
FMBI,1999,Dec,1.5
FMBI,2001,Dec,1.25
FMC,2007,Sep,2.0
FMC,2012,May,2.0
FMC,2019,Mar,1.153
FMNB,1999,Nov,2.02
FMNB,1999,Oct,2.0
FMNB,2000,Aug,1.02
FMNB,2001,Nov,1.02
FMNB,2002,Nov,1.02
FMNB,2003,Nov,1.02
FMNB,2004,Nov,1.02
FMS,2012,Dec,2.0
FMX,2007,May,3.0
FNB,1999,May,1.05
FNB,2000,Apr,1.05
FNB,2001,May,1.05
FNB,2002,May,1.05
FNB,2003,May,1.05
FNCB,2002,Dec,2.0
FNCB,2003,Feb,2.0
FNCB,2004,Oct,2.0
FNCB,2006,Mar,1.1
FNCB,2007,Dec,1.25
FNF,2014,Jul,1.216
FNF,2017,Oct,1.385
FNHC,2004,Sep,1.5
FNJN,2013,Aug,0.08333333333333333
FNLC,2004,Jun,3.0
FONR,2007,Apr,0.04
FORR,2000,Feb,2.0
FOSL,1999,Aug,1.5
FOSL,2002,Jun,1.5
FOSL,2004,Apr,1.5
FPAY,2016,Oct,0.1
FPI,2014,Oct,0.25
FRAF,2004,Jun,1.25
FRAN,2019,Jul,0.08333333333333333
FRBK,1999,Feb,1.1
FRBK,2004,Aug,1.1
FRBK,2005,May,1.0
FRBK,2006,May,1.1
FRBK,2007,Apr,1.1
FRD,1999,Apr,1.05
FRD,2000,Apr,1.05
FRME,2001,Aug,1.05
FRME,2002,Aug,1.05
FRME,2003,Aug,1.05
FRO,2016,Feb,1.4
FRO,2016,Jan,0.2
FRPH,2011,Jan,3.0
FTFT,2009,Oct,0.6666666666666666
FTFT,2016,Mar,0.125
FTI,2007,Sep,2.0
FTI,2011,Apr,2.0
FTI,2017,Jan,2.0
FTK,2007,Jul,2.0
FTNT,2011,Jun,2.0
FUL,2001,Nov,2.0
FUL,2006,Aug,2.0
FULT,1999,May,1.1
FULT,2000,May,1.05
FULT,2001,Apr,1.05
FULT,2002,May,1.25
FULT,2003,Apr,1.05
FULT,2004,May,1.05
FULT,2005,Jun,1.25
FULT,2006,May,1.05
FUSB,2003,Jul,2.0
FVCB,2016,Jul,1.25
FVCB,2016,Jun,1.0
FVCB,2017,Sep,2.75
FVE,2019,Oct,0.1
FWONA,2014,Jul,2.865
FWONA,2014,Nov,1.321
FWONA,2016,Apr,1.423988
FWONK,2014,Nov,1.323
FWONK,2016,Apr,1.365941
FWP,2019,Dec,0.14285714285714285
FWRD,1999,Mar,2.0
FWRD,2000,Jan,1.5
FWRD,2005,Apr,1.5
FXNC,2003,Jun,2.0
FXNC,2005,May,2.0
GABC,1999,Nov,2.05
GABC,2000,Nov,1.05
GABC,2001,Nov,1.05
GABC,2002,Nov,1.05
GABC,2003,Nov,1.05
GABC,2017,Apr,1.5
GALT,2012,Mar,0.16666666666666666
GBCI,1999,May,1.1
GBCI,2000,May,1.1
GBCI,2003,May,1.1
GBCI,2004,May,1.25
GBCI,2005,May,1.25
GBCI,2006,Dec,1.5
GBL,2015,Dec,1.857
GBLI,2010,Jul,0.5
GBR,2001,Dec,0.04
GBR,2002,Feb,1.25
GBR,2003,Oct,2.0
GCBC,1999,Jul,1.1
GCBC,2005,Jun,2.0
GCBC,2016,Mar,2.0
GCO,2006,Mar,1.0
GD,2006,Mar,2.0
GDEN,2004,May,2.0
GDEN,2014,Sep,0.5
GE,2000,May,3.0
GE,2019,Feb,1.04
GEC,1999,Nov,2.0
GEC,2003,Oct,0.3333333333333333
GEC,2016,Jan,0.08333333333333333
GEL,2011,Apr,10.0
GEL,2013,Apr,3.909090909090909
GEN,2011,Apr,10.0
GEN,2012,Dec,6.0
GEN,2013,Apr,3.909090909090909
GENC,2016,Aug,1.5
GENE,2015,Jan,0.2
GENE,2019,Aug,0.25
GEO,2006,Oct,1.5
GEO,2007,Jun,2.0
GEO,2017,Apr,1.5
GEOS,2012,Oct,2.0
GERN,2014,Jul,1.058
GES,2007,Mar,2.0
GEVO,2015,Apr,0.06666666666666667
GEVO,2017,Jan,0.05
GEVO,2018,Jun,0.05
GFF,2001,Aug,1.1
GFI,2013,Feb,1.161
GGB,2000,May,2.0
GGB,2003,May,1.3
GGB,2004,May,2.0
GGB,2005,Apr,1.5
GGB,2006,Apr,1.5
GGB,2008,Jun,2.0
GGG,2001,Feb,1.5
GGG,2002,Jun,1.5
GGG,2004,Mar,1.5
GGG,2017,Dec,3.0
GHC,2015,Jul,1.655
GHM,2005,Oct,2.0
GHM,2008,Jan,1.25
GHM,2008,Oct,2.0
GHM,2008,Sep,1.0
GIB,2000,Jan,2.0
GIGM,2015,Dec,0.2
GIII,2006,Mar,1.5
GIII,2015,May,2.0
GIL,2001,Feb,2.0
GIL,2005,Jun,2.0
GIL,2007,May,2.0
GIL,2015,Mar,2.0
GILD,2001,Feb,2.0
GILD,2002,Mar,2.0
GILD,2004,Sep,2.0
GILD,2007,Jun,2.0
GILD,2013,Jan,2.0
GILT,2003,Apr,0.05
GIS,1999,Nov,2.0
GIS,2010,Jun,2.0
GL,2011,Jul,1.5
GL,2013,May,0.9333333333333333
GL,2014,Jul,1.5
GLBS,2010,Jul,0.25
GLBS,2016,Oct,0.25
GLBS,2018,Oct,0.1
GLBZ,1999,Dec,1.2
GLBZ,2001,Jun,1.5
GLBZ,2003,Dec,1.2
GLBZ,2006,Jan,1.2
GLBZ,2008,Jan,1.2
GLG,2019,Jan,0.2
GLIBA,2014,Apr,2.0
GLIBA,2014,Aug,2.035
GLIBP,2014,Apr,2.0
GLIBP,2014,Aug,2.033
GLW,2000,Oct,3.0
GMAB,2018,May,5.0
GME,2007,Mar,2.0
GNCA,2019,May,0.125
GNK,2016,Jul,0.1
GNL,2017,Mar,0.3333333333333333
GNTX,2005,May,2.0
GNTX,2015,Jan,2.0
GNUS,2014,Apr,0.01
GNUS,2016,Nov,0.3333333333333333
GOGL,2016,Aug,0.2
GOL,2005,Dec,2.0
GOL,2016,Feb,0.1
GOL,2017,Apr,2.0
GOL,2017,May,4.0
GOL,2017,Nov,2.5
GOOG,2014,Mar,2.002
GOOG,2015,Apr,1.0
GOOGL,2014,Apr,1.998
GPK,2000,Jan,1.8
GPN,2005,Oct,2.0
GPN,2015,Nov,2.0
GPOR,1999,Mar,0.02
GPS,1999,Jun,1.5
GRBK,2012,Jun,0.05
GRBK,2014,Sep,1.532
GRC,2004,Sep,1.25
GRC,2006,Dec,1.25
GRC,2007,Dec,1.25
GRC,2011,Jun,1.25
GRC,2013,Dec,1.25
GRFS,2011,Dec,1.1
GRFS,2012,Dec,1.05
GRFS,2012,Jul,0.5
GRFS,2016,Jan,2.0
GRMN,2006,Aug,2.0
GROW,2007,Mar,2.0
GRVY,2015,May,0.125
GRVY,2018,Aug,2.0
GSBC,2004,Jun,2.0
GSH,2006,Jun,0.5
GSL,2019,Mar,0.125
GSS,2018,Oct,0.2
GTIM,2010,Dec,0.3333333333333333
GTS,2019,Jul,1.0
GURE,2006,Oct,0.01
GURE,2007,Nov,2.0
GURE,2009,Oct,0.25
GVA,2001,Apr,1.5
GYRO,2002,Apr,1.1
