Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock,Year,Month
2005-04-01,34.63,35.34,30.6,32.36,162491300.0,0.0,0.0,AMZN,2005,Apr
2005-05-01,32.3,36.04,32.1,35.51,116947800.0,0.0,0.0,AMZN,2005,May
2005-06-01,35.57,36.99,32.93,33.09,106233600.0,0.0,0.0,AMZN,2005,Jun
2005-07-01,33.24,45.81,32.79,45.15,182601100.0,0.0,0.0,AMZN,2005,Jul
2005-08-01,44.88,46.97,41.91,42.7,114751100.0,0.0,0.0,AMZN,2005,Aug
2005-09-01,42.52,45.84,40.5,45.3,104700400.0,0.0,0.0,AMZN,2005,Sep
2005-10-01,45.33,47.0,38.72,39.86,146980100.0,0.0,0.0,AMZN,2005,Oct
2005-11-01,39.97,49.43,39.65,48.46,216455300.0,0.0,0.0,AMZN,2005,Nov
2005-12-01,48.88,50.0,47.14,47.15,121167800.0,0.0,0.0,AMZN,2005,Dec
2006-01-01,47.47,48.58,43.1,44.82,123410300.0,0.0,0.0,AMZN,2006,Jan
2006-02-01,43.92,44.69,37.05,37.44,165544700.0,0.0,0.0,AMZN,2006,Feb
2006-03-01,37.45,37.83,35.14,36.53,122178100.0,0.0,0.0,AMZN,2006,Mar
2006-04-01,36.67,38.84,35.01,35.21,106758600.0,0.0,0.0,AMZN,2006,Apr
2006-05-01,35.19,36.5,31.52,34.61,146896000.0,0.0,0.0,AMZN,2006,May
2006-06-01,34.63,38.84,32.42,38.68,115117400.0,0.0,0.0,AMZN,2006,Jun
2006-07-01,38.52,38.62,25.96,26.89,228663400.0,0.0,0.0,AMZN,2006,Jul
2006-08-01,26.55,30.99,25.76,30.83,159186800.0,0.0,0.0,AMZN,2006,Aug
2006-09-01,30.85,32.81,29.68,32.12,146018700.0,0.0,0.0,AMZN,2006,Sep
2006-10-01,31.98,38.59,30.58,38.09,209485000.0,0.0,0.0,AMZN,2006,Oct
2006-11-01,38.13,43.25,36.87,40.34,146802400.0,0.0,0.0,AMZN,2006,Nov
2006-12-01,40.26,40.64,37.7,39.46,121040700.0,0.0,0.0,AMZN,2006,Dec
2007-01-01,38.68,39.14,36.3,37.67,130435300.0,0.0,0.0,AMZN,2007,Jan
2007-02-01,37.95,42.0,36.68,39.14,157975400.0,0.0,0.0,AMZN,2007,Feb
2007-03-01,39.32,40.24,37.04,39.79,142153100.0,0.0,0.0,AMZN,2007,Mar
2007-04-01,39.85,63.84,39.55,61.33,346287000.0,0.0,0.0,AMZN,2007,Apr
2007-05-01,61.12,73.31,59.7,69.14,330242400.0,0.0,0.0,AMZN,2007,May
2007-06-01,68.9,74.72,66.71,68.41,238788700.0,0.0,0.0,AMZN,2007,Jun
2007-07-01,68.81,89.0,68.01,78.54,264827800.0,0.0,0.0,AMZN,2007,Jul
2007-08-01,78.1,80.8,70.05,79.91,175514000.0,0.0,0.0,AMZN,2007,Aug
2007-09-01,79.9,94.26,79.73,93.15,122273200.0,0.0,0.0,AMZN,2007,Sep
2007-10-01,93.42,101.09,83.27,89.15,231988500.0,0.0,0.0,AMZN,2007,Oct
2007-11-01,87.75,91.47,76.5,90.56,180196500.0,0.0,0.0,AMZN,2007,Nov
2007-12-01,90.03,95.94,83.86,92.64,127062200.0,0.0,0.0,AMZN,2007,Dec
2008-01-01,95.35,97.43,68.84,77.7,288335400.0,0.0,0.0,AMZN,2008,Jan
2008-02-01,79.02,79.4,63.97,64.47,211217800.0,0.0,0.0,AMZN,2008,Feb
2008-03-01,63.59,76.93,61.2,71.3,192685600.0,0.0,0.0,AMZN,2008,Mar
2008-04-01,72.99,82.64,70.65,78.63,197849400.0,0.0,0.0,AMZN,2008,Apr
2008-05-01,78.4,84.75,71.56,81.62,152573200.0,0.0,0.0,AMZN,2008,May
2008-06-01,81.15,84.88,72.62,73.33,152905700.0,0.0,0.0,AMZN,2008,Jun
2008-07-01,72.24,82.38,62.99,76.34,215813300.0,0.0,0.0,AMZN,2008,Jul
2008-08-01,76.36,91.75,74.05,80.81,149044400.0,0.0,0.0,AMZN,2008,Aug
2008-09-01,83.16,86.77,61.32,72.76,192463400.0,0.0,0.0,AMZN,2008,Sep
2008-10-01,71.78,71.99,43.31,57.24,332074700.0,0.0,0.0,AMZN,2008,Oct
