date,exchange_rate
2013-09-09,65.2448082462
2013-09-10,63.8897280967
2013-09-11,63.3652396744
2013-09-12,63.4507148232
2013-09-13,63.5802933434
2013-09-14,63.5802933434
2013-09-15,63.5802933434
2013-09-16,62.8471962267
2013-09-17,63.3722671459
2013-09-18,63.4496704614
2013-09-19,61.9010705057
2013-09-20,62.277638005
2013-09-21,62.277638005
2013-09-22,62.277638005
2013-09-23,62.654723127
2013-09-24,62.9800341424
2013-09-25,62.5111078199
2013-09-26,62.0786724943
2013-09-27,62.4975991726
2013-09-28,62.4975991726
2013-09-29,62.4975991726
2013-09-30,62.8241392077
2013-10-01,62.6228419655
2013-10-02,62.5911949686
2013-10-03,61.7397381198
2013-10-04,61.5257853307
2013-10-05,61.5257853307
